ID2,FieldName,Latitude,Longitude,Elevation,AnalyticalHillshade,ConvergenceIndex,TotalCatchmentArea,TopographicWetnessIndex,LengthSlopeFactor,ChannelNetworkBaseLevel,ChannelNetworkDistance,ValleyDepth,RelativeSlopePosition,Slope,Aspect,TRASP,ProfileCurvature,PlanCurvature,TangentialCurvature,AnnualGlobalSolarRadiation
122,CookEast,46.77998600102316,-117.0876990000053,775.59142,0.714161,-2.009597,1161.118896,6.761157,0.794476,775.5914310000001,0.0,37.872131,0.0,4.502981,291.003571,0.578186,-0.0067,-0.018321,-0.001438,1696.824219
123,CookEast,46.780159001021815,-117.0872809999952,777.56402,0.667402,-2.285614,1373.664429,6.48648,1.45277,777.554504,0.009521,35.899536,0.000265,6.990888,301.208954,0.489451,-0.001275,-0.003815,-0.000464,1652.991211
124,CookEast,46.78013600102326,-117.08686300000319,783.38339,0.547927,-0.788049,555.049683,4.869468,2.964558,779.400208,3.983154,30.080139,0.116934,14.015909,303.060394,0.473306,-0.002156,0.012565,0.003043,1545.210449
125,CookEast,46.78022100102389,-117.08644500000065,786.99045,0.590939,0.813344,427.806702,4.845404,2.100033,779.866821,7.123657,26.472107,0.21204,11.149292,316.88208,0.354799,0.004877,0.002451,0.000474,1551.738281
126,CookEast,46.7801838163782,-117.08601127492992,789.20558,0.720736,6.621346,275.453644,5.370398,0.56001,780.518433,8.687134,24.254639,0.263712,4.292949,344.218353,0.151303,0.002508,0.019035,0.001425,1652.176269
127,CookEast,46.7800888163282,-117.08559327501236,789.09303,0.802003,5.365516,404.587555,6.082421,0.395738,781.202637,7.890381,24.363098,0.244637,3.096624,61.431042,0.073366,0.000734,0.008349,0.000451,1704.946533
128,CookEast,46.78021400102288,-117.08519100000338,786.88841,0.818349,-1.91678,2374.917969,7.915747,0.734759,781.733398,5.155029,26.561401,0.162535,3.663829,74.47551,0.143225,-0.001448,-0.060876,-0.00389,1713.433594
129,CookEast,46.78006200102293,-117.08477299999444,787.49994,0.75037,-0.039565,1030.365234,6.675607,0.742449,782.265015,5.234924,25.937439,0.167935,4.35356,15.574992,0.015763,0.000644,-0.008586,-0.000652,1650.7323
130,CookEast,46.78015100101973,-117.084355,786.39281,0.749968,-1.066014,971.253113,6.598763,0.750765,782.519714,3.873108,27.031189,0.125326,4.43127,15.722172,0.015444,-0.000159,-0.008455,-0.000653,1649.116577
131,CookEast,46.78010400102459,-117.08393700000592,785.4342,0.728911,-1.821092,2084.804443,7.462462,1.288764,782.424988,3.009216,27.969482,0.097138,5.663882,7.744715,0.037247,0.000717,-0.051742,-0.005107,1620.349731
132,CookEast,46.780167001018526,-117.08351899999869,785.24054,0.754829,-9.906087,1562.424561,6.988595,0.922141,782.097168,3.143372,28.137085,0.10049,4.825348,21.426517,0.005587,-0.00254,0.001236,0.000104,1643.71814
133,CookEast,46.78008800102537,-117.08310100000111,786.21054,0.693814,-7.931582,2864.764648,7.723865,1.245468,781.717407,4.493103,27.132446,0.142072,5.346067,325.49054,0.284819,-0.004835,-0.040467,-0.00377,1644.183472
134,CookEast,46.78015700102161,-117.0826829999966,789.55224,0.723337,2.397264,1321.199951,6.926371,1.303826,781.326721,8.225525,23.73877,0.257335,6.131977,263.037811,0.800644,5e-05,-0.081935,-0.008752,1740.817383
135,CookEast,46.780194001025116,-117.08226500000417,791.79687,0.701834,1.040795,425.592377,5.457155,0.723465,781.122498,10.674377,21.457092,0.332209,5.034715,332.198761,0.233571,-0.002801,0.040028,0.003513,1644.420532
136,CookEast,46.779996001025395,-117.08184700000054,796.55165,0.702062,4.925364,199.30542,4.85465,0.672735,781.039429,15.512207,16.662537,0.482124,5.197887,292.798096,0.562683,0.003291,0.024789,0.002246,1691.128906
137,CookEast,46.780147273768776,-117.08145287173868,798.32072,0.67377,8.180745,228.562286,4.722677,0.977093,780.920654,17.400085,14.863403,0.539312,6.788787,296.625763,0.529429,0.00389,0.014485,0.001712,1667.125122
138,CookEast,46.780137001021494,-117.08101100000735,800.78645,0.781078,14.306457,196.999664,4.8076,0.530663,780.846802,19.939636,12.364258,0.617252,4.464641,230.412918,0.968602,-0.000222,0.082939,0.006456,1786.066773
139,CookEast,46.779993001020294,-117.08059299999753,799.78146,0.86962,0.84135,503.941925,5.375471,1.365193,780.801025,18.980408,13.328979,0.587458,7.780878,189.580963,0.968583,0.001903,0.007578,0.001026,1868.239258
140,CookEast,46.780256001024725,-117.08017500000112,804.87263,0.854887,2.061572,421.27832,5.231658,1.258998,780.705322,24.167297,8.21344,0.746348,7.51365,196.066818,0.985289,0.001067,0.007505,0.000981,1861.045166
141,CookEast,46.78022700102292,-117.07975700000506,805.8886,0.855936,0.751946,514.117737,5.424448,1.320861,780.658569,25.230042,7.182495,0.778404,7.561067,195.76091,0.984639,-0.000545,0.000976,0.000128,1862.032227
142,CookEast,46.78019100102029,-117.07933900000059,807.1254,0.849639,0.569503,517.674561,5.450209,1.291176,780.617004,26.508423,5.951233,0.816658,7.421275,198.376663,0.989747,0.000919,0.0133,0.001718,1858.184814
143,CookEast,46.78010382020986,-117.07890309813182,806.5341,0.865872,-0.404851,654.402466,5.664093,1.389043,780.584839,25.94928,6.769958,0.793089,7.573207,190.367371,0.970933,-0.000818,-0.006246,-0.000823,1865.304443
144,CookEast,46.7801240010206,-117.07850299999723,807.62423,0.841096,-0.83039,654.92041,5.73116,1.276367,780.553772,27.070435,5.947266,0.819876,7.092878,201.331894,0.994289,-0.000953,-0.0043,-0.000531,1851.059814
145,CookEast,46.780129001025166,-117.07808499999919,809.42597,0.83346,-0.570868,570.361511,5.596015,1.236644,780.519165,28.906799,4.334961,0.869593,7.070912,205.252792,0.998285,-0.001359,-0.011214,-0.00138,1847.24585
146,CookEast,46.78006600102689,-117.07766699999833,810.57072,0.791539,5.265224,291.51358,5.243762,1.013316,780.50177,30.06897,3.124512,0.90587,6.488025,225.124512,0.982681,0.002053,-0.019624,-0.002217,1814.587524
147,CookEast,46.78023000102337,-117.07724899999799,809.8432,0.903162,-2.804037,357.069031,4.693294,1.954113,780.485107,29.358093,3.77887,0.885962,10.842182,79.508629,0.175333,0.007301,-0.018223,-0.003428,1672.207031
148,CookEast,46.780004001021396,-117.07683099999667,804.1992,0.879025,-1.91698,591.832336,4.887796,3.175609,780.479492,23.719727,9.457886,0.714932,14.645715,59.984768,0.066921,-0.006138,-0.016305,-0.004123,1546.855225
149,CookEast,46.78042200102673,-117.08710299999959,777.84304,0.676996,-0.415,908.302307,6.155998,1.202119,777.779175,0.063843,35.620544,0.001789,6.438042,300.647247,0.494352,-0.003527,0.003908,0.000438,1661.57666
150,CookEast,46.78050700102656,-117.08668499999581,780.12395,0.647992,-0.359846,785.802795,5.798998,1.532,778.653442,1.47052,33.339355,0.042244,7.941636,308.018158,0.430257,-0.004385,0.004276,0.000591,1626.151856
151,CookEast,46.780455443251945,-117.08622506234202,784.40291,0.604322,2.188017,555.877136,5.178886,2.022816,779.563904,4.838989,29.059143,0.142751,10.396261,311.699493,0.398611,0.002525,0.006971,0.001258,1578.395996
152,CookEast,46.78037121813405,-117.08583326918172,787.98457,0.706361,7.217379,336.549988,5.451385,0.680061,780.547485,7.437073,25.474731,0.22597,4.834811,334.614349,0.215975,0.00207,0.006815,0.000574,1646.413086
153,CookEast,46.78050000101819,-117.08543099999457,787.16615,0.773118,4.054385,215.90567,4.867376,0.563192,781.440979,5.725159,26.286682,0.178845,4.608702,33.923668,0.001172,0.00255,0.042659,0.003428,1657.241455
154,CookEast,46.7803480010202,-117.08501300000374,785.60383,0.773928,-3.757976,6396.802246,8.958674,0.837359,782.048035,3.555786,27.840881,0.113254,3.478341,32.390221,0.000435,-0.000459,-0.087841,-0.005329,1676.242188
155,CookEast,46.78043700102502,-117.08459499999967,784.9038,0.739225,-1.521053,877.356079,6.51943,0.486897,782.450867,2.452942,28.531372,0.079167,3.354617,351.880341,0.106638,0.001915,0.067167,0.00393,1669.075195
156,CookEast,46.78039000102665,-117.08417700000633,783.47629,0.776225,-0.461779,1713.66272,7.161056,0.84706,782.682983,0.793335,29.943848,0.02581,4.455482,36.000721,0.00274,-0.005343,-0.034203,-0.002657,1661.42041
157,CookEast,46.78045300102088,-117.08375900000476,783.1708,0.754275,-18.988176,14248.353516,10.340117,0.462797,782.473999,0.696777,30.229858,0.02253,1.947917,291.663147,0.572496,-0.002373,-0.044703,-0.001519,1720.461792
158,CookEast,46.780374001026104,-117.08334099999651,785.93704,0.731772,-4.854558,251.217484,4.728409,0.762171,781.740723,4.196289,27.424316,0.132707,5.746067,259.833679,0.822504,-0.001393,0.034747,0.003479,1746.872437
159,CookEast,46.78044300102234,-117.08292299999815,789.30084,0.704152,0.514608,145.160721,4.005352,0.685541,781.416077,7.884766,24.024353,0.247101,5.896276,279.038116,0.678873,0.001833,0.1109,0.011393,1709.631104
160,CookEast,46.78048000101844,-117.08250500000041,789.52486,0.699068,1.608056,201.997726,4.24829,1.490377,781.165222,8.359619,23.766541,0.260212,9.596437,9.633803,0.031256,0.00534,0.031393,0.005233,1533.167481
161,CookEast,46.780282001023004,-117.08208700000667,790.96468,0.66076,-1.055488,774.757263,5.744184,1.608896,781.06189,9.902771,22.280518,0.307699,8.266687,343.001373,0.158992,-4.3e-05,-0.040532,-0.005828,1568.273682
162,CookEast,46.78040872831888,-117.08164512808385,792.66681,0.601203,-1.282028,619.911255,5.271703,2.109974,780.942688,11.724121,20.550964,0.363256,10.562423,317.093475,0.353034,-0.000166,-0.002902,-0.000532,1562.320068
163,CookEast,46.78042300101895,-117.08125099999985,796.8419,0.601618,2.591866,437.094971,4.91751,1.979371,780.862427,15.979492,16.347229,0.494312,10.611716,308.614685,0.425106,0.001096,0.00348,0.000641,1583.672363
164,CookEast,46.78027900101937,-117.08083300000449,802.95028,0.720027,12.289762,202.949615,4.538209,0.708878,780.788391,22.161865,10.188904,0.685049,5.615278,269.013062,0.757421,0.001221,0.061798,0.006047,1730.875
165,CookEast,46.78054200102314,-117.080415,805.35064,0.631087,5.139974,265.341248,4.567345,1.48438,780.712402,24.638245,7.8125,0.759251,9.169946,300.952698,0.491687,0.00385,0.014308,0.00228,1626.880615
166,CookEast,46.78051300102622,-117.07999700000614,808.50072,0.785354,13.065336,193.887299,4.693932,0.600138,780.672302,27.82843,4.623108,0.857538,4.920966,227.492371,0.976878,-0.000454,0.050985,0.004374,1794.783081
167,CookEast,46.78047700101982,-117.07957899999899,810.27998,0.829844,5.303156,200.63765,4.625368,0.912513,780.630737,29.649231,2.772888,0.914475,6.570416,205.151047,0.99821,0.002796,0.026592,0.003043,1840.411255
168,CookEast,46.78039800102211,-117.07916100000034,809.93141,0.853409,1.12757,351.971069,5.056565,1.207343,780.5979,29.333496,3.051575,0.905772,7.479286,196.673325,0.986536,-0.001016,-0.008587,-0.001118,1860.518677
169,CookEast,46.78041000102136,-117.07874299999948,811.19077,0.866099,-0.932022,290.942261,4.831871,1.214227,780.556396,30.634399,2.22168,0.932381,7.736955,191.264236,0.973505,0.00036,-0.008469,-0.00114,1867.716675
170,CookEast,46.78041500102012,-117.07832499999782,812.25548,0.847059,-2.567293,246.3479,4.743848,1.062557,780.529419,31.726074,1.535828,0.953826,7.160048,198.444397,0.989865,0.002086,-0.000745,-9.3e-05,1854.726074
171,CookEast,46.78035200101943,-117.07790700000515,812.32049,0.841175,6.340431,274.117798,4.856355,1.077618,780.509094,31.811401,1.667542,0.950191,7.119817,201.415283,0.994398,0.000843,-0.006652,-0.000825,1851.749634
172,CookEast,46.78051600102017,-117.07748900000142,813.39,0.872196,8.165341,140.080338,4.105012,0.713298,780.489746,32.900269,0.317261,0.990449,5.974648,99.768555,0.327093,0.006919,0.049548,0.005157,1748.124145
173,CookEast,46.780290001023914,-117.0770710000034,807.25037,0.958545,-1.975576,516.806335,4.799661,2.916875,780.480774,26.769592,6.34375,0.808423,13.994651,85.654892,0.217912,0.001794,-0.013409,-0.003243,1672.852417
174,CookEast,46.780414001018336,-117.07665300000482,798.96801,0.835585,-4.285636,1056.524414,6.255396,1.324085,780.471985,18.496033,14.601868,0.558828,6.77672,67.122177,0.101325,-0.00325,-0.002202,-0.00026,1672.92273
175,CookEast,46.78070800102306,-117.08687899999964,777.24057,0.737658,-1.181703,1276.239624,7.31079,0.449151,777.24054,0.0,36.223022,0.0,2.860173,298.43634,0.513644,-0.006193,-0.042437,-0.002118,1706.307739
176,CookEast,46.780800969857545,-117.08647677946803,779.56239,0.676977,0.886992,673.793579,5.70468,1.041894,778.55835,1.004028,33.90033,0.028765,6.214881,313.421967,0.38394,-0.004852,0.006848,0.000741,1643.502441
177,CookEast,46.780763001021384,-117.08604300000437,782.5407,0.605491,2.886742,442.420868,4.915942,2.018537,779.661255,2.879456,30.9198,0.085193,10.754483,329.856567,0.251085,-0.000612,0.018899,0.003526,1531.009521
178,CookEast,46.78066800102458,-117.08562500000122,785.41376,0.689306,5.203391,361.669952,4.689125,1.374462,780.81897,4.594788,28.043091,0.140781,8.568363,1.534386,0.060448,0.005343,0.008829,0.001315,1554.459473
179,CookEast,46.78078600102208,-117.08520700000177,782.82807,0.724836,3.451452,478.999817,5.33631,1.331541,781.476563,1.351501,30.623291,0.042268,7.692142,14.620642,0.017904,-0.004927,-0.002652,-0.000355,1578.804565
180,CookEast,46.78063400102345,-117.08478899999893,782.87998,0.767009,-0.9541,3939.656738,7.931755,1.083593,782.023987,0.856018,30.563416,0.027245,4.738348,29.814671,3e-06,-0.003213,-0.003979,-0.000329,1651.088623
181,CookEast,46.780723001024384,-117.08437100000695,782.59512,0.770036,-32.677567,4648.917969,9.476251,0.265232,782.274475,0.320618,30.83429,0.010291,1.508183,261.323151,0.812464,-0.000826,0.003024,8e-05,1738.918457
182,CookEast,46.78065692357002,-117.08392119332618,783.03546,0.796695,-17.311966,14581.862305,10.360376,0.466684,782.390137,0.645325,30.375427,0.020803,1.953569,206.566559,0.999103,-0.003731,0.018371,0.000626,1767.619141
183,CookEast,46.78073900102073,-117.08353499999944,784.36259,0.817647,-7.281052,2642.93335,7.800053,0.707887,781.660034,2.702576,29.02887,0.08517,3.629657,195.931061,0.985002,0.001279,-0.004169,-0.000264,1798.756958
184,CookEast,46.78066000102156,-117.08311700000448,785.04902,0.722136,-8.802482,12671.25,9.583561,1.035778,781.436951,3.612061,28.310974,0.113149,3.687868,325.275238,0.286516,-0.007248,-0.007953,-0.000512,1673.88916
185,CookEast,46.780729001023964,-117.08269899999621,785.63683,0.770203,-37.574581,37338.34375,12.626961,0.447485,781.173889,4.462952,27.695618,0.13878,1.40403,263.876526,0.794764,3.9e-05,-0.155403,-0.003808,1737.55603
186,CookEast,46.780766001018826,-117.0822810000031,786.51063,0.780033,-33.517445,19426.496094,10.800831,0.404863,781.001648,5.508972,26.77887,0.170621,1.675507,236.397675,0.947865,-0.000622,-0.069117,-0.002021,1751.916626
187,CookEast,46.78056800102505,-117.08186300000446,789.27142,0.653863,-2.55349,808.07666,5.686534,1.395841,780.944397,8.327026,23.970703,0.257821,7.575314,309.611176,0.416519,-0.001707,0.008277,0.001091,1629.415771
188,CookEast,46.78070700101816,-117.08144500000691,790.7154,0.603644,-1.319166,720.93866,5.402474,2.23053,780.85083,9.864563,22.510071,0.3047,10.772831,328.295532,0.26299,-0.005712,-0.006751,-0.001262,1532.2229
189,CookEast,46.780709001024164,-117.08102700000461,794.82197,0.524697,0.062672,695.287537,5.260359,3.522511,780.789429,14.032532,18.385376,0.432864,14.937189,314.803497,0.372248,-0.002592,-0.018168,-0.004683,1485.307251
190,CookEast,46.7805650010235,-117.08060900000348,802.32856,0.587906,2.952959,359.237335,4.640737,2.105362,780.745605,21.582947,10.845886,0.665548,11.479628,306.389069,0.44436,0.003403,0.005294,0.001054,1576.393433
191,CookEast,46.780828001023636,-117.08019099999795,804.97005,0.610177,-0.161789,567.912842,5.206304,2.016235,780.663635,24.306396,8.266846,0.746207,10.335416,302.621887,0.477128,0.000847,-0.010163,-0.001823,1605.48352
192,CookEast,46.78079900101983,-117.07977300000697,809.7201,0.675089,7.383937,255.82843,4.888593,0.933421,780.630066,29.090027,3.482666,0.89308,6.439985,304.592194,0.459968,0.002494,0.006984,0.000783,1657.165771
193,CookEast,46.780763001024894,-117.07935500000538,811.73756,0.710829,17.177879,158.714783,4.589816,0.509329,780.594788,31.142761,1.364929,0.958012,4.472173,331.495453,0.238785,0.004012,0.051373,0.004006,1657.057739
194,CookEast,46.78066353460133,-117.07891311662934,812.66075,0.748496,43.416794,119.391678,4.773118,0.262476,780.567383,32.093384,0.375793,0.988426,2.804153,355.12323,0.089808,0.005723,-0.004882,-0.000239,1681.754394
195,CookEast,46.78069600102212,-117.0785189999963,812.92161,0.723023,3.740172,141.094254,4.255499,0.593978,780.540222,32.381409,0.541077,0.983565,5.181764,359.447174,0.06942,0.007897,0.008852,0.000799,1631.533691
196,CookEast,46.78070100102127,-117.07810100000079,812.66854,0.690933,2.380907,208.566879,4.800138,1.290207,780.509521,32.158997,1.077942,0.967568,8.091774,359.833557,0.067715,0.004684,-0.00068,-9.6e-05,1566.818237
197,CookEast,46.78063800102442,-117.07768299999447,812.53964,0.699095,9.348477,192.649094,4.308584,1.287981,780.492371,32.047241,1.174072,0.964659,8.632341,6.321979,0.042092,0.003526,0.010198,0.001531,1555.393188
198,CookEast,46.78080200102653,-117.07726500000663,809.00999,0.851571,5.232578,216.363876,4.09874,1.511413,780.478455,28.531555,4.563599,0.862107,9.8833,63.15184,0.081388,0.000655,0.041524,0.007127,1628.828613
199,CookEast,46.78057600102436,-117.0768470000018,801.72212,0.962996,0.418281,604.067139,5.351138,3.037484,780.472717,21.24939,11.845581,0.642073,13.351565,90.73378,0.255566,-0.005077,-0.011564,-0.00267,1698.87854
200,CookEast,46.7810531041289,-117.08662619511259,777.48677,0.788233,-21.796703,1222.387207,8.608656,0.110499,777.486755,0.0,35.976563,0.0,0.94439,215.560104,0.997648,2.7e-05,0.009812,0.000162,1749.106689
201,CookEast,46.78104900101982,-117.08624199999605,778.39879,0.740997,-4.252897,517.467651,6.720566,0.35386,778.315247,0.083557,35.063416,0.002377,2.639572,330.097412,0.249264,-0.000782,0.01622,0.000747,1689.268555
202,CookEast,46.780954001025414,-117.08582399999621,780.13933,0.723857,-4.692884,119965.39063,12.230056,1.930492,780.139343,0.0,33.319336,0.0,3.924822,340.158508,0.177548,-0.013079,-0.074954,-0.00513,1660.466797
203,CookEast,46.7810720010237,-117.08540600000046,782.08984,0.858781,-7.033392,329.636871,5.112013,1.020585,780.9021,1.187744,31.364441,0.036487,6.6347,188.139404,0.964046,-0.003951,0.022531,0.002603,1849.76477
204,CookEast,46.78092000102132,-117.084988,781.60366,0.784658,-10.225213,112624.17188,14.157762,0.320498,781.603638,0.0,31.84375,0.0,0.916266,228.111053,0.975228,-0.002361,-0.267922,-0.004284,1746.487183
205,CookEast,46.7810090010245,-117.0845699999964,782.32847,0.806083,-2.726993,1569.381836,7.301276,0.876229,781.616821,0.71167,31.111267,0.022363,4.472864,211.766647,0.999762,-0.00541,-0.046856,-0.003654,1802.840576
206,CookEast,46.780962001020185,-117.08415199999891,783.64861,0.802923,0.935096,564.485046,5.856217,0.871738,781.754517,1.894104,29.778259,0.059803,5.406253,216.928741,0.996349,-0.003038,0.016717,0.001575,1810.678467
207,CookEast,46.78103937859421,-117.08375497412317,785.69607,0.851942,0.65654,2924.530273,7.413548,1.35603,781.419861,4.276184,27.716858,0.13366,5.897995,186.894867,0.959893,-0.001762,-0.002657,-0.000273,1838.81543
208,CookEast,46.78094600102684,-117.08331599999822,786.12282,0.853172,0.182921,437.218536,5.436714,1.022888,781.284973,4.83783,27.259094,0.150726,6.362714,189.813339,0.969287,-0.00319,0.001621,0.00018,1845.19165
209,CookEast,46.78101500102347,-117.0828979999961,788.0966,0.900395,2.210932,377.666077,4.680262,1.481296,781.088928,7.00769,25.264038,0.217146,9.019606,180.958908,0.937136,-0.001859,0.008957,0.001404,1887.672852
210,CookEast,46.78105200102319,-117.08247999999585,787.76629,0.858707,0.829955,1752.367798,7.196136,1.402224,780.987915,6.778381,25.567505,0.209559,6.209433,184.628662,0.951775,-0.003071,-0.036387,-0.003936,1844.051025
211,CookEast,46.78085400101896,-117.08206200000018,787.07444,0.805917,-24.61854,5981.770508,9.017386,0.701932,780.948791,6.125671,26.214172,0.189416,3.068152,203.869797,0.997141,-0.002201,-0.002476,-0.000133,1786.232178
212,CookEast,46.78099300102081,-117.08164400000526,788.79206,0.839151,-3.409663,1278.025513,6.768814,0.907645,780.841187,7.950867,24.494263,0.245056,4.916706,188.075195,0.963837,-0.002233,-0.007041,-0.000603,1821.866699
213,CookEast,46.78099500102441,-117.08122599999759,789.71586,0.782371,-19.918432,10969.889648,9.529011,0.896048,780.767212,8.948669,23.55365,0.275324,3.372542,229.636032,0.970923,-0.000786,-0.130983,-0.007705,1770.700684
214,CookEast,46.78085100101959,-117.08080800000229,794.88658,0.521844,-2.711269,723.28241,5.044813,3.485007,780.737671,14.148926,18.348083,0.435392,15.268094,322.162842,0.31138,-0.004888,-0.001744,-0.000459,1453.579712
215,CookEast,46.78111806407675,-117.0804377133795,797.57947,0.564724,-5.473274,1338.248413,5.63238,4.075695,780.671936,16.907532,15.716919,0.518247,15.676865,284.09137,0.637052,-0.001347,-0.017168,-0.004639,1608.39209
216,CookEast,46.78108500102662,-117.07997200000571,804.15446,0.638163,-2.672971,734.164734,5.563883,1.868915,780.634583,23.519897,9.161865,0.719664,9.362617,291.513733,0.573786,0.002487,-0.009242,-0.001503,1650.539185
217,CookEast,46.78104900102217,-117.0795540000026,808.33873,0.677297,2.533633,367.72348,5.102017,0.919577,780.605103,27.733643,4.985718,0.847622,6.196656,316.676575,0.356516,0.001252,0.008498,0.000917,1641.479981
218,CookEast,46.780970001021714,-117.07913600000109,810.11323,0.730569,5.312061,323.566956,5.325496,0.754424,780.568115,29.545105,3.238159,0.901225,5.26933,6.216565,0.042462,-0.000269,0.014876,0.001366,1630.057861
219,CookEast,46.7809820010181,-117.07871799999579,809.46387,0.744868,0.422107,465.563019,5.582726,0.930773,780.542114,28.921753,3.983276,0.878946,5.858256,18.890196,0.00937,0.000434,0.00181,0.000185,1622.646484
220,CookEast,46.78098700102369,-117.078300000006,808.42796,0.720445,-0.824039,529.6539310000001,5.431855,1.367245,780.518555,27.909424,5.103394,0.845412,7.730192,12.693144,0.022637,0.000353,-0.006537,-0.000879,1578.392822
221,CookEast,46.78092400101866,-117.0778820000033,807.66333,0.706281,-0.301734,567.842957,5.455618,1.46992,780.499207,27.164124,5.901855,0.821513,8.08804,7.395365,0.03841,-0.001374,-0.008541,-0.001202,1567.785156
222,CookEast,46.781088001019285,-117.07746400000546,804.39722,0.692546,2.615353,614.705994,5.456205,1.650707,780.482361,23.914856,9.140442,0.72348,8.740772,3.835443,0.051234,0.000424,-0.004224,-0.000642,1551.742432
223,CookEast,46.78086200102609,-117.07704600000518,804.78717,0.949221,3.385204,291.155609,4.078937,2.15753,780.471985,24.315186,8.767883,0.734974,12.586301,89.39502,0.245442,0.003733,0.015644,0.003409,1698.022949
224,CookEast,46.780986001024395,-117.07662800000426,797.74784,0.869688,1.4389,496.889008,5.086631,1.928957,780.466492,17.281372,15.796143,0.522451,10.195558,68.984093,0.11134,-0.004373,0.00701,0.001241,1641.753418
225,CookEast,46.781365001025726,-117.08629499999776,778.20955,0.784611,-8.138812,3093.512207,9.956264,0.077167,778.209534,0.0,35.252869,0.0,0.620868,229.477844,0.971385,-0.00083,-0.07021,-0.000761,1742.216309
226,CookEast,46.78132061990907,-117.08586126317898,780.07899,0.689768,0.379694,328.683746,5.078803,1.060419,779.243652,0.835327,33.381287,0.024413,6.837268,280.428314,0.667493,-0.005487,0.022569,0.002687,1700.051758
227,CookEast,46.781222029446795,-117.0854327816843,784.90429,0.841484,3.397828,228.226044,4.358179,1.176255,780.506592,4.397705,28.550659,0.133473,8.069838,205.124451,0.998191,0.000946,0.047294,0.006639,1859.050537
228,CookEast,46.781358001018205,-117.08504099999955,788.95963,0.866706,8.072778,170.781601,4.123615,0.934428,780.766418,8.193237,24.490479,0.250683,7.138861,186.847656,0.959731,0.00542,0.041772,0.005191,1858.664551
229,CookEast,46.78120600102214,-117.08462300000416,784.78696,0.892777,-1.751706,900.876038,6.141471,2.018168,781.261169,3.525818,28.65448,0.109564,9.123053,185.766907,0.955942,-0.001794,-0.035919,-0.005695,1888.185303
230,CookEast,46.78129500101944,-117.08420500000298,788.57501,0.822897,1.231148,287.165985,4.602201,1.594763,781.195801,7.379211,24.857727,0.228905,9.57661,216.615845,0.99667,0.002024,0.006775,0.001127,1860.268921
231,CookEast,46.78124800102513,-117.08378699999597,788.1817,0.900586,0.356428,357.717163,5.109734,1.155321,781.220154,6.961548,25.236084,0.216213,7.210716,160.113052,0.822149,0.001223,0.043154,0.005417,1852.458252
232,CookEast,46.78127044330993,-117.08328225489855,789.47554,0.754596,-2.565058,1104.111084,6.489603,1.046244,781.03949,8.436035,23.923584,0.260696,5.611666,246.045624,0.904274,-0.000628,-0.02507,-0.002452,1771.635498
233,CookEast,46.78123200102087,-117.08295099999988,790.82853,0.813204,4.07361,245.212418,4.75812,0.783715,781.032654,9.795898,22.552185,0.302828,5.830966,211.906357,0.999723,0.004052,0.066008,0.006706,1822.144287
234,CookEast,46.78130100102162,-117.08253300000429,791.50637,0.888618,1.823676,786.29718,5.983047,1.211761,780.905457,10.600891,21.852539,0.326649,6.623818,163.171082,0.84209,0.000915,-0.0174,-0.002007,1846.228882
235,CookEast,46.781338001018085,-117.08211500000385,791.77861,0.842875,-2.102435,889.059265,6.329433,0.931594,780.84845,10.930176,21.561096,0.336403,5.30534,188.643662,0.965667,-0.00062,0.019042,0.001761,1829.148071
236,CookEast,46.78114000102256,-117.08169699999625,789.75902,0.854837,-0.65218,1087.77832,6.364331,1.202222,780.826477,8.932556,23.539673,0.275083,6.261384,187.87561,0.963184,-0.002475,-0.008674,-0.000946,1843.892578
237,CookEast,46.781263476141085,-117.08124366991402,792.85795,0.890185,-2.725728,1029.375855,6.101799,1.550729,780.737366,12.120605,20.455566,0.37207,7.688415,175.921326,0.914135,-0.000722,0.002184,0.000292,1867.068848
238,CookEast,46.7812810010181,-117.08086099999946,793.04941,0.834152,-8.523109,1870.341919,6.837162,1.464217,780.710205,12.339233,20.265808,0.378446,6.705814,203.350616,0.996637,-0.001893,-0.031526,-0.003681,1841.413818
239,CookEast,46.78115337893035,-117.08045495122909,797.57947,0.564724,-5.473274,1338.248413,5.63238,4.075695,780.671936,16.907532,15.716919,0.518247,15.676865,284.09137,0.637052,-0.001347,-0.017168,-0.004639,1608.39209
240,CookEast,46.78144636077861,-117.08011052759768,802.09299,0.717643,-1.993305,575.48999,5.447623,1.514531,780.625122,21.467896,11.277161,0.655607,8.260443,256.83477800000003,0.842052,0.004133,-0.017411,-0.002501,1756.384766
241,CookEast,46.781371001020666,-117.07960700000467,805.9485,0.715485,9.425892,296.342896,5.313791,0.507377,780.589539,25.358948,7.446106,0.77302,4.049915,323.155273,0.303388,-0.000253,0.062049,0.004382,1670.74292
242,CookEast,46.78133500102568,-117.07918899999638,806.93986,0.74689,7.328549,490.384247,5.99294,0.592365,780.565552,26.374329,6.476563,0.80285,4.101658,10.687682,0.028135,-0.00081,0.000636,4.6e-05,1655.568115
243,CookEast,46.78125600101886,-117.07877100000488,806.91598,0.758174,2.096516,665.349487,5.92303,1.021459,780.543274,26.372681,6.53125,0.801506,5.956637,26.893761,0.000735,0.00081,-0.008276,-0.000859,1626.640137
244,CookEast,46.781292555963994,-117.07838881623576,803.50849,0.754504,-1.380953,1047.132813,5.778028,2.396498,780.519043,22.989441,9.973816,0.697426,10.748839,30.099384,1e-06,0.002861,-0.006935,-0.001293,1532.138672
